benchmark,experiment,tree_path,tree_theorem,node_count,edge_count,branching_node_count,average_branching_factor,max_branching_factor,single_node_tree
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-contradiction_to_false_093/namespace-core_eval-name-contradiction_to_false_093_20260517-043628,namespace-core_eval-name-contradiction_to_false_093,4,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-contradiction_to_true_092/namespace-core_eval-name-contradiction_to_true_092_20260517-055745,namespace-core_eval-name-contradiction_to_true_092,1,0,0,,0,True
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_bool_true_121/namespace-core_eval-name-eq_bool_true_121_20260517-093630,namespace-core_eval-name-eq_bool_true_121,2,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_cast_201/namespace-core_eval-name-eq_cast_201_20260517-090946,namespace-core_eval-name-eq_cast_201,3,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_heq_simple_125/namespace-core_eval-name-eq_heq_simple_125_20260517-100716,namespace-core_eval-name-eq_heq_simple_125,3,7,1,7.0,7.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_if_false_124/namespace-core_eval-name-eq_if_false_124_20260517-014805,namespace-core_eval-name-eq_if_false_124,3,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_if_true_123/namespace-core_eval-name-eq_if_true_123_20260517-055407,namespace-core_eval-name-eq_if_true_123,3,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_list_cons_118/namespace-core_eval-name-eq_list_cons_118_20260517-004853,namespace-core_eval-name-eq_list_cons_118,3,8,1,8.0,8.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_list_nil_117/namespace-core_eval-name-eq_list_nil_117_20260517-005058,namespace-core_eval-name-eq_list_nil_117,2,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_list_nil_append_120/namespace-core_eval-name-eq_list_nil_append_120_20260517-025704,namespace-core_eval-name-eq_list_nil_append_120,2,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_option_none_115/namespace-core_eval-name-eq_option_none_115_20260517-095956,namespace-core_eval-name-eq_option_none_115,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_option_some_116/namespace-core_eval-name-eq_option_some_116_20260517-040855,namespace-core_eval-name-eq_option_some_116,3,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_pair_fst_113/namespace-core_eval-name-eq_pair_fst_113_20260517-063558,namespace-core_eval-name-eq_pair_fst_113,4,8,1,8.0,8.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_rec_self_202/namespace-core_eval-name-eq_rec_self_202_20260517-091638,namespace-core_eval-name-eq_rec_self_202,3,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_refl_bool_102/namespace-core_eval-name-eq_refl_bool_102_20260517-074546,namespace-core_eval-name-eq_refl_bool_102,2,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_refl_nat_101/namespace-core_eval-name-eq_refl_nat_101_20260517-122358,namespace-core_eval-name-eq_refl_nat_101,4,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_refl_prop_103/namespace-core_eval-name-eq_refl_prop_103_20260517-102802,namespace-core_eval-name-eq_refl_prop_103,2,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_bool_204/namespace-core_eval-name-eq_subst_bool_204_20260517-122159,namespace-core_eval-name-eq_subst_bool_204,4,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_decide_210/namespace-core_eval-name-eq_subst_decide_210_20260517-070014,namespace-core_eval-name-eq_subst_decide_210,2,1,1,1.0,1.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_list_206/namespace-core_eval-name-eq_subst_list_206_20260517-011448,namespace-core_eval-name-eq_subst_list_206,3,10,1,10.0,10.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_nat_106/namespace-core_eval-name-eq_subst_nat_106_20260517-093833,namespace-core_eval-name-eq_subst_nat_106,4,7,1,7.0,7.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_nat_108/namespace-core_eval-name-eq_subst_nat_108_20260517-084529,namespace-core_eval-name-eq_subst_nat_108,4,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_nat_109/namespace-core_eval-name-eq_subst_nat_109_20260517-090805,namespace-core_eval-name-eq_subst_nat_109,5,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_nat_110/namespace-core_eval-name-eq_subst_nat_110_20260517-034820,namespace-core_eval-name-eq_subst_nat_110,3,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_nat_111/namespace-core_eval-name-eq_subst_nat_111_20260517-064323,namespace-core_eval-name-eq_subst_nat_111,3,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_option_205/namespace-core_eval-name-eq_subst_option_205_20260517-095827,namespace-core_eval-name-eq_subst_option_205,3,10,1,10.0,10.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_pair_left_207/namespace-core_eval-name-eq_subst_pair_left_207_20260517-071407,namespace-core_eval-name-eq_subst_pair_left_207,4,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_pair_right_208/namespace-core_eval-name-eq_subst_pair_right_208_20260517-011745,namespace-core_eval-name-eq_subst_pair_right_208,3,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_pred_209/namespace-core_eval-name-eq_subst_pred_209_20260517-083248,namespace-core_eval-name-eq_subst_pred_209,4,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_subst_prop_203/namespace-core_eval-name-eq_subst_prop_203_20260517-115718,namespace-core_eval-name-eq_subst_prop_203,5,5,2,2.5,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_symm_nat_104/namespace-core_eval-name-eq_symm_nat_104_20260517-114002,namespace-core_eval-name-eq_symm_nat_104,6,7,1,7.0,7.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-eq_trans_nat_105/namespace-core_eval-name-eq_trans_nat_105_20260517-102613,namespace-core_eval-name-eq_trans_nat_105,7,7,2,3.5,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-exists_and_194/namespace-core_eval-name-exists_and_194_20260517-014003,namespace-core_eval-name-exists_and_194,3,2,2,1.0,1.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-exists_of_eq_193/namespace-core_eval-name-exists_of_eq_193_20260517-084013,namespace-core_eval-name-exists_of_eq_193,5,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-exists_project_198/namespace-core_eval-name-exists_project_198_20260517-113022,namespace-core_eval-name-exists_project_198,3,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-exists_true_192/namespace-core_eval-name-exists_true_192_20260517-105834,namespace-core_eval-name-exists_true_192,2,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-exists_zero_200/namespace-core_eval-name-exists_zero_200_20260517-055619,namespace-core_eval-name-exists_zero_200,2,1,1,1.0,1.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-false_and_left_099/namespace-core_eval-name-false_and_left_099_20260517-064144,namespace-core_eval-name-false_and_left_099,3,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-false_elim_086/namespace-core_eval-name-false_elim_086_20260517-054400,namespace-core_eval-name-false_elim_086,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-false_imp_090/namespace-core_eval-name-false_imp_090_20260517-010822,namespace-core_eval-name-false_imp_090,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-forall_const_196/namespace-core_eval-name-forall_const_196_20260517-070311,namespace-core_eval-name-forall_const_196,4,7,1,7.0,7.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-forall_id_195/namespace-core_eval-name-forall_id_195_20260517-082850,namespace-core_eval-name-forall_id_195,2,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-fun_comp_id_left_188/namespace-core_eval-name-fun_comp_id_left_188_20260517-084200,namespace-core_eval-name-fun_comp_id_left_188,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-fun_congr_nat_187/namespace-core_eval-name-fun_congr_nat_187_20260517-092050,namespace-core_eval-name-fun_congr_nat_187,4,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-fun_const_189/namespace-core_eval-name-fun_const_189_20260517-035149,namespace-core_eval-name-fun_const_189,2,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-fun_id_nat_186/namespace-core_eval-name-fun_id_nat_186_20260517-105632,namespace-core_eval-name-fun_id_nat_186,2,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_and_or_226/namespace-core_eval-name-hardish_and_or_226_20260517-112037,namespace-core_eval-name-hardish_and_or_226,3,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_de_morgan_228/namespace-core_eval-name-hardish_de_morgan_228_20260517-064853,namespace-core_eval-name-hardish_de_morgan_228,5,4,2,2.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_exists_240/namespace-core_eval-name-hardish_exists_240_20260517-005801,namespace-core_eval-name-hardish_exists_240,2,1,1,1.0,1.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_list_236/namespace-core_eval-name-hardish_list_236_20260517-042201,namespace-core_eval-name-hardish_list_236,6,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_list_237/namespace-core_eval-name-hardish_list_237_20260517-042842,namespace-core_eval-name-hardish_list_237,6,7,1,7.0,7.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_nat_eq_231/namespace-core_eval-name-hardish_nat_eq_231_20260517-021611,namespace-core_eval-name-hardish_nat_eq_231,5,8,1,8.0,8.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_nat_eq_232/namespace-core_eval-name-hardish_nat_eq_232_20260517-063339,namespace-core_eval-name-hardish_nat_eq_232,6,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_nat_le_233/namespace-core_eval-name-hardish_nat_le_233_20260517-061728,namespace-core_eval-name-hardish_nat_le_233,3,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_nat_lt_234/namespace-core_eval-name-hardish_nat_lt_234_20260517-103647,namespace-core_eval-name-hardish_nat_lt_234,4,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_or_and_227/namespace-core_eval-name-hardish_or_and_227_20260517-111042,namespace-core_eval-name-hardish_or_and_227,4,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-hardish_or_imp_230/namespace-core_eval-name-hardish_or_imp_230_20260517-012916,namespace-core_eval-name-hardish_or_imp_230,2,1,1,1.0,1.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_and_assoc_081/namespace-core_eval-name-iff_and_assoc_081_20260517-072506,namespace-core_eval-name-iff_and_assoc_081,3,8,1,8.0,8.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_and_comm_073/namespace-core_eval-name-iff_and_comm_073_20260517-052739,namespace-core_eval-name-iff_and_comm_073,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_and_true_left_077/namespace-core_eval-name-iff_and_true_left_077_20260517-052218,namespace-core_eval-name-iff_and_true_left_077,3,8,1,8.0,8.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_and_true_right_078/namespace-core_eval-name-iff_and_true_right_078_20260517-053306,namespace-core_eval-name-iff_and_true_right_078,2,7,1,7.0,7.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_dup_or_084/namespace-core_eval-name-iff_dup_or_084_20260517-074954,namespace-core_eval-name-iff_dup_or_084,2,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_imp_and_075/namespace-core_eval-name-iff_imp_and_075_20260517-092508,namespace-core_eval-name-iff_imp_and_075,2,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_imp_or_076/namespace-core_eval-name-iff_imp_or_076_20260517-092322,namespace-core_eval-name-iff_imp_or_076,2,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_imp_self_085/namespace-core_eval-name-iff_imp_self_085_20260517-024854,namespace-core_eval-name-iff_imp_self_085,2,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_mp_069/namespace-core_eval-name-iff_mp_069_20260517-094018,namespace-core_eval-name-iff_mp_069,3,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_mpr_070/namespace-core_eval-name-iff_mpr_070_20260517-105442,namespace-core_eval-name-iff_mpr_070,3,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_or_assoc_082/namespace-core_eval-name-iff_or_assoc_082_20260517-012327,namespace-core_eval-name-iff_or_assoc_082,1,0,0,,0,True
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_or_comm_074/namespace-core_eval-name-iff_or_comm_074_20260517-071810,namespace-core_eval-name-iff_or_comm_074,4,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_or_false_right_080/namespace-core_eval-name-iff_or_false_right_080_20260517-101957,namespace-core_eval-name-iff_or_false_right_080,2,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_refl_066/namespace-core_eval-name-iff_refl_066_20260517-044209,namespace-core_eval-name-iff_refl_066,2,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_trans_068/namespace-core_eval-name-iff_trans_068_20260517-090429,namespace-core_eval-name-iff_trans_068,5,7,2,3.5,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_true_intro_071/namespace-core_eval-name-iff_true_intro_071_20260517-095556,namespace-core_eval-name-iff_true_intro_071,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-iff_true_intro_072/namespace-core_eval-name-iff_true_intro_072_20260517-025312,namespace-core_eval-name-iff_true_intro_072,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-imp_and_221/namespace-core_eval-name-imp_and_221_20260517-093139,namespace-core_eval-name-imp_and_221,3,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-imp_eq_225/namespace-core_eval-name-imp_eq_225_20260517-122015,namespace-core_eval-name-imp_eq_225,3,8,1,8.0,8.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-imp_exists_223/namespace-core_eval-name-imp_exists_223_20260517-054547,namespace-core_eval-name-imp_exists_223,5,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-imp_forall_224/namespace-core_eval-name-imp_forall_224_20260517-091212,namespace-core_eval-name-imp_forall_224,4,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_append_assoc_174/namespace-core_eval-name-list_append_assoc_174_20260517-010307,namespace-core_eval-name-list_append_assoc_174,2,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_cons_ne_nil_177/namespace-core_eval-name-list_cons_ne_nil_177_20260517-075352,namespace-core_eval-name-list_cons_ne_nil_177,3,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_head_cons_179/namespace-core_eval-name-list_head_cons_179_20260517-074758,namespace-core_eval-name-list_head_cons_179,2,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_length_cons_176/namespace-core_eval-name-list_length_cons_176_20260517-060013,namespace-core_eval-name-list_length_cons_176,3,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_length_nil_175/namespace-core_eval-name-list_length_nil_175_20260517-071536,namespace-core_eval-name-list_length_nil_175,2,1,1,1.0,1.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_nil_append_172/namespace-core_eval-name-list_nil_append_172_20260517-023524,namespace-core_eval-name-list_nil_append_172,2,4,1,4.0,4.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-list_nil_ne_cons_178/namespace-core_eval-name-list_nil_ne_cons_178_20260517-040321,namespace-core_eval-name-list_nil_ne_cons_178,2,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_and_eq_211/namespace-core_eval-name-mixed_and_eq_211_20260517-022014,namespace-core_eval-name-mixed_and_eq_211,6,7,1,7.0,7.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_bool_prop_220/namespace-core_eval-name-mixed_bool_prop_220_20260517-080928,namespace-core_eval-name-mixed_bool_prop_220,2,2,1,2.0,2.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_imp_eq_213/namespace-core_eval-name-mixed_imp_eq_213_20260517-065059,namespace-core_eval-name-mixed_imp_eq_213,5,7,1,7.0,7.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_imp_eq_214/namespace-core_eval-name-mixed_imp_eq_214_20260517-091844,namespace-core_eval-name-mixed_imp_eq_214,3,6,1,6.0,6.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_list_nat_217/namespace-core_eval-name-mixed_list_nat_217_20260517-071219,namespace-core_eval-name-mixed_list_nat_217,4,7,1,7.0,7.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_nat_prop_215/namespace-core_eval-name-mixed_nat_prop_215_20260517-081205,namespace-core_eval-name-mixed_nat_prop_215,4,3,1,3.0,3.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_nat_prop_216/namespace-core_eval-name-mixed_nat_prop_216_20260517-074224,namespace-core_eval-name-mixed_nat_prop_216,5,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_option_nat_218/namespace-core_eval-name-mixed_option_nat_218_20260517-032930,namespace-core_eval-name-mixed_option_nat_218,3,10,1,10.0,10.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_option_nat_219/namespace-core_eval-name-mixed_option_nat_219_20260517-075145,namespace-core_eval-name-mixed_option_nat_219,3,5,1,5.0,5.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-mixed_or_eq_212/namespace-core_eval-name-mixed_or_eq_212_20260517-063138,namespace-core_eval-name-mixed_or_eq_212,7,8,1,8.0,8.0,False
CoreEval 250,E4,runs/proof_search_core_eval/6848604/E4/proof_dumps/core_eval_250/20260517-003937/proof_trees/namespace-core_eval-name-n_mod_2_implies_square_mod/namespace-core_eval-name-n_mod_2_implies_square_mod_20260517-054222,namespace-core_eval-name-n_mod_2_implies_square_mod,4,3,2,1.5,2.0,False
